User,Email,Client,Project,Task,Description,Billable,Start date,Start time,End date,End time,Duration,Tags,Amount ()
John Doe,john.doe@foo.com,Health & Personal Growth,Physical Therapy,,"",No,2016-03-26,08:56:52,2016-03-26,09:05:57,00:09:05,,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-26,09:50:00,2016-03-26,10:15:00,00:25:00,,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-26,10:15:00,2016-03-26,10:29:24,00:14:24,,
John Doe,john.doe@foo.com,Teaching,Discover Music & Art,,"",No,2016-03-26,10:29:26,2016-03-26,12:40:50,02:11:25,,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-26,12:40:00,2016-03-26,13:01:00,00:21:00,,
John Doe,john.doe@foo.com,Teaching,Discover Music & Art,,"",No,2016-03-26,13:01:00,2016-03-26,13:31:00,00:30:00,,
John Doe,john.doe@foo.com,Teaching,Discover Music & Art,,"",No,2016-03-26,13:38:00,2016-03-26,15:03:39,01:25:40,,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-26,15:08:55,2016-03-26,16:08:22,00:59:27,,
John Doe,john.doe@foo.com,Teaching,Private,,Miranda,No,2016-03-27,15:15:31,2016-03-27,16:41:28,01:25:57,mobile,
John Doe,john.doe@foo.com,Health & Personal Growth,Physical Therapy,,"",No,2016-03-28,08:23:15,2016-03-28,08:36:39,00:13:24,mobile,
John Doe,john.doe@foo.com,Professional Growth,Travel,,"",No,2016-03-28,09:38:34,2016-03-28,10:02:06,00:23:32,,
John Doe,john.doe@foo.com,Music Career,Album Planning/Arranging,,"",No,2016-03-28,10:06:32,2016-03-28,10:26:55,00:20:23,mobile,
John Doe,john.doe@foo.com,Professional Growth,Business Meeting,,Holy Diver,No,2016-03-28,10:27:01,2016-03-28,11:45:38,01:18:37,mobile,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-28,11:46:54,2016-03-28,12:24:59,00:38:05,,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-28,12:38:09,2016-03-28,13:30:59,00:52:50,,
John Doe,john.doe@foo.com,Teaching,Discover Music & Art,,"",No,2016-03-28,13:30:00,2016-03-28,16:41:05,03:11:05,,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-28,16:41:08,2016-03-28,17:14:25,00:33:17,,
John Doe,john.doe@foo.com,Teaching,Discover Music & Art,,"",No,2016-03-28,17:32:38,2016-03-28,18:32:22,00:59:43,,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-28,18:32:26,2016-03-28,18:54:57,00:22:31,,
John Doe,john.doe@foo.com,Health & Personal Growth,Doctor Visit,,mouth guard,No,2016-03-29,07:27:55,2016-03-29,09:22:57,01:55:02,mobile,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-29,11:50:00,2016-03-29,12:10:00,00:20:00,,
John Doe,john.doe@foo.com,Music Training,Voice Practice,,"",No,2016-03-29,12:10:51,2016-03-29,12:27:23,00:16:32,mobile,
John Doe,john.doe@foo.com,Music Training,Piano Practice,,"",No,2016-03-29,12:27:27,2016-03-29,12:51:08,00:23:41,mobile,
John Doe,john.doe@foo.com,Health & Personal Growth,Physical Therapy,,"",No,2016-03-29,13:06:36,2016-03-29,14:06:21,00:59:45,mobile,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-29,14:30:21,2016-03-29,15:15:21,00:45:00,mobile,
John Doe,john.doe@foo.com,Teaching,Private,,Web,No,2016-03-29,15:15:34,2016-03-29,19:03:34,03:48:00,mobile,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-29,19:03:40,2016-03-29,19:28:23,00:24:43,mobile,
John Doe,john.doe@foo.com,Music Career,Demos,,"",No,2016-03-29,20:55:00,2016-03-29,21:04:29,00:09:29,,
John Doe,john.doe@foo.com,Professional Growth,Business Planning/Brainstorming,,"",No,2016-03-29,21:04:00,2016-03-29,22:05:33,01:01:34,,
John Doe,john.doe@foo.com,Health & Personal Growth,Physical Therapy,,"",No,2016-03-30,08:29:51,2016-03-30,08:43:03,00:13:12,mobile,
John Doe,john.doe@foo.com,Health & Personal Growth,Writing,,"",No,2016-03-30,09:32:30,2016-03-30,09:42:49,00:10:18,mobile,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-30,09:42:52,2016-03-30,10:09:09,00:26:17,,
John Doe,john.doe@foo.com,Music Training,Travel,,"",No,2016-03-30,10:09:14,2016-03-30,10:16:22,00:07:08,mobile,
John Doe,john.doe@foo.com,Music Training,Piano Lesson,,"",No,2016-03-30,10:16:35,2016-03-30,11:04:25,00:47:50,mobile,
John Doe,john.doe@foo.com,Music Training,Travel,,"",No,2016-03-30,11:04:31,2016-03-30,11:16:32,00:12:01,mobile,
John Doe,john.doe@foo.com,Teaching,Private,,Crystal,No,2016-03-30,11:30:09,2016-03-30,11:45:09,00:15:00,mobile,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-30,11:45:35,2016-03-30,12:29:26,00:43:51,mobile,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-30,12:57:00,2016-03-30,13:45:00,00:48:00,,
John Doe,john.doe@foo.com,Professional Growth,Business Planning/Brainstorming,,"",No,2016-03-30,13:45:00,2016-03-30,14:32:26,00:47:27,,
John Doe,john.doe@foo.com,Teaching,Discover Music & Art,,Mary,No,2016-03-30,15:00:57,2016-03-30,15:06:25,00:05:29,,
John Doe,john.doe@foo.com,Admin,"E-mails, Finances, Scheduling",,"",No,2016-03-30,15:06:00,2016-03-30,15:29:10,00:23:10,,
John Doe,john.doe@foo.com,Professional Growth,Business Planning/Brainstorming,,"",No,2016-03-30,15:29:12,2016-03-30,15:37:15,00:08:04,,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-30,15:50:15,2016-03-30,16:00:10,00:09:55,mobile,
John Doe,john.doe@foo.com,Music Training,Voice Practice,,"",No,2016-03-30,16:04:58,2016-03-30,16:15:51,00:10:53,mobile,
John Doe,john.doe@foo.com,Music Training,Piano Practice,,"",No,2016-03-30,16:15:59,2016-03-30,16:21:21,00:05:22,mobile,
John Doe,john.doe@foo.com,Teaching,ANMS,,"",No,2016-03-30,16:21:26,2016-03-30,18:45:58,02:24:32,mobile,
John Doe,john.doe@foo.com,Teaching,Driving,,"",No,2016-03-30,18:46:12,2016-03-30,19:00:23,00:14:11,mobile,
John Doe,john.doe@foo.com,Teaching,Private,,Joan,No,2016-03-30,19:00:29,2016-03-30,19:37:55,00:37:26,mobile,
John Doe,john.doe@foo.com,Music Career,Album Planning/Arranging,,"",No,2016-03-31,08:10:03,2016-03-31,08:18:00,00:07:58,,
John Doe,john.doe@foo.com,Music Career,Travel,,"",No,2016-03-31,09:08:12,2016-03-31,10:09:01,01:00:49,mobile,
John Doe,john.doe@foo.com,Music Career,Recording,,"",No,2016-03-31,10:09:06,2016-03-31,18:20:38,08:11:32,mobile,
John Doe,john.doe@foo.com,Music Career,Travel,,"",No,2016-03-31,18:20:43,2016-03-31,18:59:52,00:39:09,mobile,
